provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
00240GCF_000841765.1_ViralProj14365_Genomic.fna,1,0.5221565731166913,27,46,21,758,656,569,725
00241GCF_000841785.1_ViralMultiSegProj14370_Genomic.fna,2,0.4277297721916732,54,123,104,1165,1013,1300,1614
00242GCF_000841805.1_ViralProj14376_Genomic.fna,1,0.6286157446461128,82,496,76,11697,11404,7094,6554
00243GCF_000841825.1_ViralProj14195_Genomic.fna,1,0.49336071184120467,93,101,116,1897,1707,1869,1832
00244GCF_000841845.1_ViralMultiSegProj14199_Genomic.fna,2,0.39523260284505957,48,138,118,1144,912,1389,1757
00245GCF_000841845.2_ViralProj14199_Genomic.fna,1,0.3764523625096824,26,67,64,552,420,710,900
00246GCF_000841865.1_ViralProj14203_Genomic.fna,1,0.6353053706982519,198,650,65,15357,15860,8879,9041
00247GCF_000841885.1_ViralProj14207_Genomic.fna,1,0.6188888888888889,156,765,124,18493,17712,12515,9780
00248GCF_000841905.1_ViralProj14211_Genomic.fna,1,0.33183647007226896,3883,3643,6399,34644,34966,70183,69979
00249GCF_000841925.1_ViralProj14215_Genomic.fna,1,0.41887212786350175,3749,4031,4358,49016,48004,68236,66366
00250GCF_000841945.1_ViralProj14220_Genomic.fna,1,0.4419790869676103,136,145,125,1887,1579,2315,2061
00251GCF_000841965.1_ViralProj14224_Genomic.fna,1,0.4211572877311593,71,70,119,1106,1012,1528,1383
00252GCF_000841985.1_ViralProj14228_Genomic.fna,1,0.5101491868197554,166,857,519,10872,9611,9998,9670
00253GCF_000842005.1_ViralProj14232_Genomic.fna,1,0.4001468428781204,11,16,30,284,261,458,359
00254GCF_000842025.1_ViralProj14236_Genomic.fna,1,0.47233930453108536,63,137,88,1794,1792,2449,1557
00255GCF_000842045.1_ViralProj14240_Genomic.fna,1,0.4277393520203859,25,59,60,629,546,741,831
00256GCF_000842065.1_ViralProj14244_Genomic.fna,1,0.43272727272727274,16,60,56,621,569,718,842
00257GCF_000842085.1_ViralProj14248_Genomic.fna,1,0.3347377290920581,690,958,1371,8235,6066,15753,12669
00258GCF_000842105.1_ViralProj14252_Genomic.fna,1,0.4407027818448023,30,63,53,651,553,699,829
00259GCF_000842125.1_ViralProj14257_Genomic.fna,1,0.4410810810810811,20,56,56,650,574,731,820
00260GCF_000842145.1_ViralProj14261_Genomic.fna,1,0.42779587404994573,28,63,54,630,552,736,845
00261GCF_000842165.1_ViralProj14265_Genomic.fna,1,0.5741702355460385,63,814,146,10579,10872,8445,7464
00262GCF_000842185.1_ViralProj14269_Genomic.fna,1,0.293285055957867,168,449,713,2520,2826,6075,6807
00263GCF_000842205.1_ViralProj14273_Genomic.fna,1,0.6137499323507658,557,1417,390,33980,34064,21964,20858
00264GCF_000842245.1_ViralProj14284_Genomic.fna,1,0.4855479727017262,68,65,72,1197,1222,1296,1267
00265GCF_000842265.1_ViralProj14288_Genomic.fna,1,0.3463359098807598,307,333,528,2918,2862,5540,5369
00266GCF_000842285.1_ViralProj14292_Genomic.fna,1,0.5203948257988913,358,785,451,11723,11369,10460,10822
00267GCF_000842305.1_ViralProj14296_Genomic.fna,1,0.42483660130718953,29,58,58,593,577,735,849
00268GCF_000842345.1_ViralProj14304_Genomic.fna,1,0.6895718794920052,150,692,44,23569,22964,10536,10412
00269GCF_000842365.1_ViralProj14309_Genomic.fna,1,0.6477005566837281,300,1788,202,49057,52051,30407,24588
00270GCF_000842385.1_ViralProj14313_Genomic.fna,1,0.748015556297253,407,734,201,51882,51211,17072,17657
00271GCF_000842405.1_ViralProj14317_Genomic.fna,1,0.3850104750963033,249,244,371,2845,2852,4445,4655
00272GCF_000842425.1_ViralProj14321_Genomic.fna,1,0.4388080164522763,1323,3500,2713,37404,38770,47150,50269
00273GCF_000842465.1_ViralProj14329_Genomic.fna,1,0.5808481532147742,38,113,25,2121,2125,1519,1545
00274GCF_000842485.1_ViralProj14334_Genomic.fna,1,0.643411677124322,104,473,83,11803,12397,7289,6123
00275GCF_000842505.1_ViralProj14338_Genomic.fna,1,0.3568064952638701,430,844,1023,7287,5897,12925,10841
00276GCF_000842525.1_ViralProj14342_Genomic.fna,1,0.42961342086068566,29,62,57,613,565,720,844
00277GCF_000842545.1_ViralProj14346_Genomic.fna,1,0.3792874896437448,107,128,151,1184,1105,1872,1874
00278GCF_000842565.1_ViralProj14351_Genomic.fna,1,0.35142196014032995,656,916,1268,8026,6098,14012,12055
00279GCF_000842585.1_ViralProj14355_Genomic.fna,1,0.3874956861842862,347,270,518,3751,2986,5607,5042
00280GCF_000842625.1_ViralProj14363_Genomic.fna,1,0.36941210291792437,395,431,506,4223,3487,7107,6054
00281GCF_000842645.1_ViralProj14368_Genomic.fna,1,0.4415484860099655,36,53,53,616,536,643,814
00282GCF_000842665.1_ViralProj14372_Genomic.fna,1,0.41301222142343635,28,62,57,615,534,752,881
00283GCF_000842685.1_ViralProj14378_Genomic.fna,1,0.7038590747088215,52,679,51,20920,20355,9294,8072
00284GCF_000842705.1_ViralProj14198_Genomic.fna,1,0.3360381377421645,338,530,936,4564,5375,10180,9458
00285GCF_000842725.1_ViralProj14202_Genomic.fna,1,0.3569846835209448,1135,2057,2965,21431,21128,38306,38353
00286GCF_000842745.1_ViralProj14206_Genomic.fna,1,0.4299709724238026,17,74,56,631,554,723,848
00287GCF_000842765.1_ViralMultiSegProj14210_Genomic.fna,2,0.4393241167434716,58,106,104,1226,1062,1422,1498
00288GCF_000842785.1_ViralProj14214_Genomic.fna,1,0.4263368497635504,27,54,49,609,563,732,845
00289GCF_000842805.1_ViralProj14218_Genomic.fna,1,0.4453720508166969,35,58,51,647,580,727,801
00290GCF_000842825.1_ViralProj14223_Genomic.fna,1,0.375952425199777,63,72,142,981,1042,1736,1622
00291GCF_000842845.1_ViralProj14227_Genomic.fna,1,0.4343163538873995,46,128,105,1275,1479,1668,1919
00292GCF_000842865.1_ViralProj14231_Genomic.fna,1,0.3993779555047764,308,558,713,6467,6117,10411,8514
00293GCF_000842885.1_ViralProj14235_Genomic.fna,1,0.6593389778639193,109,229,42,6851,6076,3205,3474
00294GCF_000842905.1_ViralProj14239_Genomic.fna,1,0.4098419540229885,30,70,59,616,525,767,876
00295GCF_000842925.1_ViralMultiSegProj14243_Genomic.fna,2,0.4250275633958104,47,94,80,1119,1194,1522,1607
00296GCF_000842925.2_ViralProj14243_Genomic.fna,1,0.43857090776522056,28,53,38,611,592,750,790
00297GCF_000842945.1_ViralProj14247_Genomic.fna,1,0.3334889926617745,763,1039,1461,8841,6156,16695,13278
00298GCF_000842965.1_ViralProj14251_Genomic.fna,1,0.3683343143025309,4558,6454,8920,53715,49542,90806,86272
00299GCF_000842985.1_ViralMultiSegProj14256_Genomic.fna,2,0.43646300995510445,62,103,105,1153,1083,1361,1526
00300GCF_000843005.1_ViralProj14260_Genomic.fna,1,0.43178519593613934,25,59,46,619,571,738,828
00301GCF_000843025.1_ViralMultiSegProj14264_Genomic.fna,2,0.463147792706334,50,123,94,1228,1185,1288,1509
00302GCF_000843025.2_ViralProj14264_Genomic.fna,1,0.4695984703632887,29,55,48,627,601,653,734
00303GCF_000843045.1_ViralProj14268_Genomic.fna,1,0.2962587870844752,153,420,647,2354,2619,5668,6145
00304GCF_000843065.1_ViralProj14272_Genomic.fna,1,0.6538500121813153,173,896,70,22781,22844,12092,12062
00305GCF_000843085.1_ViralProj14276_Genomic.fna,1,0.6276295658825779,121,860,102,13645,12610,7914,7663
00306GCF_000843105.1_ViralProj14281_Genomic.fna,1,0.35369019318523376,441,908,1041,7322,5622,13112,10541
00307GCF_000843125.1_ViralProj14287_Genomic.fna,1,0.5060848250504911,247,1308,757,15957,13361,14516,14097
00308GCF_000843145.1_ViralProj14291_Genomic.fna,1,0.4722869545350697,549,1047,755,11496,9176,12019,11079
00309GCF_000843165.1_ViralProj14295_Genomic.fna,1,0.39151990315049146,403,911,577,7707,5876,11186,9924
00310GCF_000843185.1_ViralProj14299_Genomic.fna,1,0.42054545454545456,81,82,112,1180,1133,1609,1578
00311GCF_000843205.1_ViralProj14303_Genomic.fna,1,0.5197368421052632,36,40,25,756,666,600,714
00312GCF_000843225.1_ViralProj14308_Genomic.fna,1,0.461685007394781,647,819,579,9375,9043,10954,10521
00313GCF_000843245.1_ViralProj14312_Genomic.fna,1,0.42778804392099024,2440,4394,3633,47868,51908,64644,68817
00314GCF_000843265.1_ViralProj14316_Genomic.fna,1,0.4952078760350336,771,911,490,11333,11453,11637,11590
00315GCF_000843285.1_ViralProj14320_Genomic.fna,1,0.3961769115442279,70,93,126,1104,1010,1546,1676
00316GCF_000843305.1_ViralProj14324_Genomic.fna,1,0.49254838041670285,1652,2480,2099,36696,37038,39215,36750
00317GCF_000843325.1_ViralProj14328_Genomic.fna,1,0.6335908350412528,1169,1677,466,60564,60002,35036,34688
00318GCF_000843345.1_ViralProj14332_Genomic.fna,1,0.4831589317570626,314,891,725,9634,8512,10177,9234
00319GCF_000843365.1_ViralProj14337_Genomic.fna,1,0.4373093127996513,55,127,116,1392,1618,1789,2084
00320GCF_000843385.1_ViralProj14341_Genomic.fna,1,0.4376136777009822,36,66,57,648,555,734,812
00321GCF_000843405.1_ViralProj14345_Genomic.fna,1,0.528282795312857,122,664,404,8299,7886,7606,6846
00322GCF_000843425.1_ViralProj14350_Genomic.fna,1,0.3469844991533151,632,878,1243,7499,5820,13324,11742
00323GCF_000843445.1_ViralProj14354_Genomic.fna,1,0.3753793856986767,280,306,462,3220,2964,5125,5165
00324GCF_000843485.1_ViralProj14362_Genomic.fna,1,0.35513147261764155,390,788,818,6372,5054,11397,9351
00325GCF_000843505.1_ViralProj14366_Genomic.fna,1,0.3946577629382304,33,71,54,675,507,854,959
00326GCF_000843525.1_ViralMultiSegProj14371_Genomic.fna,2,0.40917073170731705,59,122,119,1107,990,1382,1646
00327GCF_000843545.1_ViralProj14377_Genomic.fna,1,0.453658870820391,899,772,828,9954,9909,11641,12280
00328GCF_000843565.1_ViralMultiSegProj14369_Genomic.fna,2,0.4224343675417661,40,90,84,1132,1169,1493,1653
00329GCF_000843585.1_ViralProj14374_Genomic.fna,1,0.48409981293897575,445,505,524,7755,5961,6485,8132
00330GCF_000843605.1_ViralProj14379_Genomic.fna,1,0.6519555838460994,134,465,86,14034,13620,7447,7316
00331GCF_000843625.1_ViralProj14383_Genomic.fna,1,0.3376010547864404,749,1829,2108,14745,14445,29158,28115
00332GCF_000843645.2_ViralProj14387_Genomic.fna,1,0.24830292745014848,238,503,805,2451,2231,7568,6606
00333GCF_000843665.1_ViralProj14392_Genomic.fna,1,0.3355553945366278,623,909,1298,7964,5929,15485,12025
00334GCF_000843685.1_ViralProj14396_Genomic.fna,1,0.43560800410466904,1900,1723,3606,35357,35110,46379,44921
00335GCF_000843705.1_ViralProj14400_Genomic.fna,1,0.42577842143374367,24,67,52,629,547,727,859
00336GCF_000843725.1_ViralProj14404_Genomic.fna,1,0.6170112158216087,1739,2994,1120,74681,74073,46206,46128
00337GCF_000843745.1_ViralProj14408_Genomic.fna,1,0.3564148310399039,1166,1998,3296,20328,20026,36506,36362
00338GCF_000843765.1_ViralProj14412_Genomic.fna,1,0.42145454545454547,28,60,56,617,542,751,840
00339GCF_000843785.1_ViralProj14416_Genomic.fna,1,0.4259971000878142,2225,6702,3659,54205,50094,73472,67064
00340GCF_000843805.1_ViralProj14420_Genomic.fna,1,0.4249436143762172,940,2398,2308,27555,27649,37153,37552
00341GCF_000843825.1_ViralProj14424_Genomic.fna,1,0.7356303411356317,329,893,180,52623,52912,18941,18986
00342GCF_000843885.1_ViralProj14437_Genomic.fna,1,0.5570798628123469,13,44,20,588,549,464,440
00343GCF_000843905.1_ViralProj14441_Genomic.fna,1,0.4010079193664507,9,31,34,285,272,481,351
00344GCF_000843925.1_ViralProj14445_Genomic.fna,1,0.36309963099631,17,33,38,269,223,456,407
00345GCF_000843945.1_ViralProj14449_Genomic.fna,1,0.36505576208178436,14,30,40,264,227,467,387
00346GCF_000843965.1_ViralProj14453_Genomic.fna,1,0.5310932798395186,21,37,25,603,456,426,509
00347GCF_000843985.2_ViralProj14457_Genomic.fna,1,0.5749945781826068,1512,2376,1796,51983,54069,39789,38599
00348GCF_000844005.1_ViralProj14461_Genomic.fna,1,0.4155965010236367,78,95,101,1093,1140,1609,1531
00349GCF_000844025.1_ViralProj14465_Genomic.fna,1,0.5666633383258446,1455,1684,1342,41953,43174,32616,32482
00350GCF_000844045.1_ViralProj14469_Genomic.fna,1,0.644958045703404,571,1498,410,43480,43223,23973,23756
00351GCF_000844065.1_ViralProj14473_Genomic.fna,1,0.5055954232950268,376,668,360,10198,9952,9620,10084
00352GCF_000844085.1_ViralProj14477_Genomic.fna,1,0.4507105797428378,41,74,76,1018,980,1357,1078
00353GCF_000844105.1_ViralProj14481_Genomic.fna,1,0.37311857353320876,1404,1928,3539,23953,25180,41893,40656
00354GCF_000844125.1_ViralProj14485_Genomic.fna,1,0.7113833526340383,48,435,26,17310,17705,7453,6753
00355GCF_000844145.1_ViralProj14489_Genomic.fna,1,0.7445627909943237,446,857,209,58853,57887,20119,19931
00356GCF_000844165.1_ViralProj14493_Genomic.fna,1,0.47311737217961836,748,1788,1517,22296,22556,24591,25358
00357GCF_000844185.1_ViralProj14497_Genomic.fna,1,0.43611321325866503,500,528,747,7080,7327,9439,9189
00358GCF_000844245.1_ViralProj14515_Genomic.fna,1,0.5404824803321044,318,522,398,9157,9461,8040,7789
00359GCF_000844265.1_ViralProj14519_Genomic.fna,1,0.47776772442318877,334,402,464,7366,7419,8314,7847
00360GCF_000844285.1_ViralProj14523_Genomic.fna,1,0.5378350789987574,394,599,508,11931,12306,10485,10342
00361GCF_000844305.1_ViralProj14534_Genomic.fna,1,0.44101633393829404,87,121,99,1630,1529,2410,1594
00362GCF_000844325.1_ViralProj14538_Genomic.fna,1,0.3952802359882006,13,38,28,299,237,406,414
00363GCF_000844345.1_ViralProj14542_Genomic.fna,1,0.6316077003121748,132,534,58,12125,12154,7154,7007
00364GCF_000844365.1_ViralProj14546_Genomic.fna,1,0.3757936507936508,63,78,130,961,933,1792,1354
00365GCF_000844385.1_ViralProj14551_Genomic.fna,1,0.46131062569418735,92,143,122,1968,1770,2244,2121
00366GCF_000844405.1_ViralMultiSegProj14556_Genomic.fna,30,0.33589604039742216,7551,11346,18344,95293,95415,188642,188409
00367GCF_000844425.1_ViralProj14560_Genomic.fna,1,0.5505363347937755,855,1511,895,29488,28816,24269,23331
00368GCF_000844445.1_ViralProj14382_Genomic.fna,1,0.5048633975921784,368,650,365,10136,9951,9657,10043
00369GCF_000844465.1_ViralProj14386_Genomic.fna,1,0.41001451378809867,16,26,36,315,250,422,391
00370GCF_000844485.1_ViralProj14391_Genomic.fna,1,0.6774603815484002,95,549,36,17012,16546,8189,7788
00371GCF_000844505.1_ViralProj14395_Genomic.fna,1,0.2903617538028889,213,347,620,2408,2135,6152,4951
00372GCF_000844525.1_ViralMultiSegProj14399_Genomic.fna,2,0.41393754760091395,34,129,100,1164,1010,1454,1624
00373GCF_000844525.2_ViralProj14399_Genomic.fna,1,0.3851169927119294,19,65,57,543,461,753,850
00374GCF_000844545.1_ViralProj14403_Genomic.fna,1,0.4284297520661157,32,43,50,615,681,911,818
00375GCF_000844565.1_ViralMultiSegProj14407_Genomic.fna,2,0.4340712223291627,51,90,110,1151,1104,1415,1525
00376GCF_000844585.1_ViralProj14411_Genomic.fna,1,0.6343571056741281,260,607,142,15285,15180,8651,8909
00377GCF_000844605.1_ViralProj14415_Genomic.fna,1,0.6262260068010005,120,428,101,10375,11908,7316,5984
00378GCF_000844625.1_ViralProj14419_Genomic.fna,1,0.610061745293062,1435,2827,1358,71058,69341,44598,45142
00379GCF_000844645.1_ViralProj14423_Genomic.fna,1,0.5247532156745438,1124,1502,2120,34521,35649,32746,30804
00380GCF_000844665.1_ViralMultiSegProj14427_Genomic.fna,8,0.3846441947565543,90,194,197,1766,1315,2316,2613
00381GCF_000844705.1_ViralProj14436_Genomic.fna,1,0.429923273657289,30,49,56,747,934,1415,814
00382GCF_000844745.1_ViralProj14444_Genomic.fna,1,0.3459259259259259,11,41,35,255,212,466,417
00383GCF_000844765.1_ViralProj14448_Genomic.fna,1,0.3748180494905386,16,34,37,254,261,489,370
00384GCF_000844785.1_ViralProj14452_Genomic.fna,1,0.35410557184750735,15,34,31,261,222,473,408
00385GCF_000844805.1_ViralProj14456_Genomic.fna,1,0.5412765957446809,20,50,35,1229,1315,1211,945
00386GCF_000844825.1_ViralProj14460_Genomic.fna,1,0.4839880818247828,336,944,783,10291,9039,10842,9767
00387GCF_000844845.1_ViralProj14464_Genomic.fna,1,0.6344462465080057,711,1454,638,44262,44537,25771,25393
00388GCF_000844865.1_ViralProj14468_Genomic.fna,1,0.4914316678331941,2170,3670,2760,54148,54682,57508,55117
00389GCF_000844885.1_ViralProj14472_Genomic.fna,1,0.27234069969718444,2878,3326,9326,25616,25108,67588,67940
00390GCF_000844905.1_ViralProj14476_Genomic.fna,1,0.5445243771228455,314,774,292,12545,13266,10408,11182
00391GCF_000844925.1_ViralProj14480_Genomic.fna,1,0.4991303491730113,224,1385,790,16398,14021,15624,14901
00392GCF_000844945.1_ViralProj14484_Genomic.fna,1,0.40684684684684685,25,58,65,608,521,764,882
00393GCF_000844965.1_ViralProj14488_Genomic.fna,1,0.3785353921418743,358,492,592,5210,4694,7827,8433
00394GCF_000844985.1_ViralProj14492_Genomic.fna,1,0.422936449963477,32,54,54,614,544,726,854
00395GCF_000845005.1_ViralProj14496_Genomic.fna,1,0.4555264343339203,340,1079,909,11813,10434,13881,12710
00396GCF_000845025.2_ViralProj14500_Genomic.fna,1,0.5780566041079624,369,924,223,16583,16035,11533,12276
00397GCF_000845065.1_ViralProj14514_Genomic.fna,1,0.25284117300963055,552,580,1307,4151,4014,12419,11709
00398GCF_000845085.1_ViralProj14518_Genomic.fna,1,0.5520465232755503,278,532,371,9793,10047,8342,7757
00399GCF_000845105.1_ViralProj14522_Genomic.fna,1,0.5430078071497055,371,611,421,11699,12088,10285,9734
00400GCF_000845125.1_ViralMultiSegProj14526_Genomic.fna,2,0.4408640864086409,53,122,105,1447,1002,1501,1605
00401GCF_000845125.2_ViralProj14526_Genomic.fna,1,0.45500179275726066,30,66,44,720,549,725,795
00402GCF_000845145.1_ViralProj14537_Genomic.fna,1,0.4395484340859432,29,58,46,621,586,703,836
00403GCF_000845165.1_ViralMultiSegProj14541_Genomic.fna,2,0.43223443223443225,57,107,111,1177,1065,1419,1526
00404GCF_000845185.1_ViralProj14545_Genomic.fna,1,0.4511910926980839,110,124,111,1808,1677,2166,2073
00405GCF_000845205.1_ViralProj14549_Genomic.fna,1,0.4074594257178527,58,145,157,1314,1297,1576,2221
00406GCF_000845225.1_ViralMultiSegProj14555_Genomic.fna,2,0.41439940773644274,47,104,122,1161,1078,1511,1653
00407GCF_000845225.2_ViralProj14555_Genomic.fna,1,0.43250183418928834,16,60,56,611,568,738,809
00408GCF_000845245.1_ViralProj14559_Genomic.fna,1,0.5748259048492024,1933,3136,1776,68279,67177,50536,49655
00409GCF_000845265.1_ViralMultiSegProj14563_Genomic.fna,2,0.43268166728144597,62,103,112,1243,1103,1429,1647
00410GCF_000845285.1_ViralProj14567_Genomic.fna,1,0.3994082840236686,16,39,27,307,233,402,410
00411GCF_000845305.1_ViralProj14380_Genomic.fna,1,0.43756210665783374,31,46,52,634,687,906,792
00412GCF_000845325.1_ViralProj14384_Genomic.fna,1,0.45669093648004017,56,160,106,1787,1851,2028,2300
00413GCF_000845345.1_ViralProj14388_Genomic.fna,1,0.3450764525993884,205,127,219,1550,1271,3234,2120
00414GCF_000845365.1_ViralProj14393_Genomic.fna,1,0.38050394502417917,88,176,177,1507,1483,2890,1978
00415GCF_000845385.1_ViralProj14397_Genomic.fna,1,0.3532448906418071,530,998,1202,8167,6611,14926,12131
00416GCF_000845405.1_ViralProj14401_Genomic.fna,1,0.36011096014492755,408,322,479,3721,2640,6559,4744
00417GCF_000845425.1_ViralProj14405_Genomic.fna,1,0.6333112253357652,262,611,143,15328,15228,8722,8970
00418GCF_000845445.1_ViralProj14409_Genomic.fna,1,0.6364108099132384,264,599,168,15425,15236,8634,8883
00419GCF_000845465.1_ViralProj14417_Genomic.fna,1,0.34496285342377203,1909,1906,3163,18269,20688,37678,36296
00420GCF_000845485.1_ViralProj14421_Genomic.fna,1,0.4612697265389712,120,146,120,2020,1809,2321,2151
00421GCF_000845505.1_ViralProj14425_Genomic.fna,1,0.4580167543346971,36,111,75,1213,1138,1542,1240
00422GCF_000845545.1_ViralProj14434_Genomic.fna,1,0.33729279914099725,217,368,419,2995,2031,5665,4210
00423GCF_000845565.1_ViralProj14438_Genomic.fna,1,0.39807976366322007,12,39,20,310,229,397,418
00424GCF_000845585.1_ViralProj14442_Genomic.fna,1,0.3703976435935199,18,35,42,272,231,439,416
00425GCF_000845605.1_ViralProj14446_Genomic.fna,1,0.37877671333824614,14,29,37,259,255,423,420
00426GCF_000845625.1_ViralProj14450_Genomic.fna,1,0.37285607755406414,17,33,37,268,232,419,422
00427GCF_000845645.1_ViralProj14454_Genomic.fna,1,0.5731526572094008,14,63,30,1301,1406,1109,907
00428GCF_000845665.1_ViralProj14458_Genomic.fna,1,0.47228175334025385,1132,2048,1600,27529,28886,32013,31024
00429GCF_000845685.1_ViralProj14462_Genomic.fna,1,0.4243993371996686,1800,2528,3227,33108,34509,45976,45731
00430GCF_000845705.1_ViralProj14466_Genomic.fna,1,0.2983180178441531,1882,1776,5629,20224,19966,47786,46746
00431GCF_000845725.1_ViralProj14470_Genomic.fna,1,0.36729254996971533,99,131,157,1566,1466,3203,2020
00432GCF_000845745.1_ViralProj14474_Genomic.fna,1,0.4216998191681736,29,67,54,627,539,748,851
00433GCF_000845765.1_ViralProj14478_Genomic.fna,1,0.47091671659676454,288,807,726,9967,9682,11469,10607
00434GCF_000845785.1_ViralProj14482_Genomic.fna,1,0.4620423892100193,23,53,48,632,567,627,769
00435GCF_000845805.1_ViralProj14486_Genomic.fna,1,0.35163887291546864,367,533,879,5149,5858,10318,9977
00436GCF_000845825.1_ViralProj14490_Genomic.fna,1,0.405990617105738,27,64,53,570,555,750,896
00437GCF_000845845.1_ViralProj14494_Genomic.fna,1,0.3637509452987144,139,144,210,1442,1444,2937,2111
