Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00062GCF_000025665.1_ASM2566v1.fna,1530,33,0.021568627,618,202,677,0.412825651,0.13493654,0.452237809,0.395344063,30617,19449,31132,0.377065938,0.239525604,0.383408458,336277,224073,474117,382906,1.42E+06,00062GCF_000025665.1_ASM2566v1.fna,1,0.391579527,17550,24033,31418,287479,294714,452190,452398,TRUE,1486781,69408,0.240407666,0.329214668,0.430377666,0.046683405,21843,47565,0.314704357,-1899,-6584,286
00063GCF_000025685.1_ASM2568v1.fna,3986,145,0.036377321,2265,695,881,0.589690185,0.180942463,0.229367352,0.666020038,29347,4436,4164,0.773368119,0.116899887,0.109731995,1116619,1195704,621613,537916,3.47E+06,00063GCF_000025685.1_ASM2568v1.fna,5,0.654799453,16565,40384,8639,1315687,1311961,691855,693402,TRUE,4012905,541053,0.252561444,0.615722388,0.131716168,0.13482826,315325,225728,0.582798728,12129,11037,4475
00064GCF_000025865.1_ASM2586v1.fna,1987,50,0.025163563,984,27,926,0.508002065,0.013939081,0.478058854,0.437098598,45245,12489,26158,0.539324369,0.148869976,0.311805655,430369,360126,550580,467430,1.81E+06,00064GCF_000025865.1_ASM2586v1.fna,1,0.426182342,15101,39776,30885,428659,429001,572776,581989,TRUE,2012425,203920,0.176080315,0.463795154,0.360124531,0.101330484,67165,136755,0.329369361,2612,-5469,4727
00065GCF_000026045.1_ASM2604v1.fna,2781,93,0.033441208,1294,853,541,0.48139881,0.31733631,0.201264881,0.63825178,27971,4779,3968,0.761778964,0.130154148,0.108066888,791595,788456,479931,415610,2.48E+06,00065GCF_000026045.1_ASM2604v1.fna,3,0.631197087,12287,29050,7030,868972,866630,506772,507325,TRUE,2749699,274107,0.254036843,0.600616123,0.145347034,0.099686184,155551,118556,0.567482771,7508,1079,3062
00066GCF_000063445.1_ASM6344v1.fna,3117,126,0.040423484,1111,608,1272,0.371447676,0.203276496,0.425275827,0.565459273,41262,14243,20114,0.545656515,0.188352134,0.265991351,771542,748706,647142,521129,2.69E+06,00066GCF_000063445.1_ASM6344v1.fna,1,0.546029661,24509,51193,29550,867422,868907,717692,725896,TRUE,3179917,491398,0.232860183,0.486385057,0.28075476,0.154531706,216081,275317,0.439727064,10266,9931,9436
00067GCF_000069025.1_ASM6902v1.fna,2768,107,0.038656069,1327,724,610,0.498684705,0.272078166,0.229237129,0.667126411,25141,3288,2566,0.811130828,0.106081626,0.082787546,790120,796879,426447,365412,2.38E+06,00067GCF_000069025.1_ASM6902v1.fna,5,0.657106372,10184,28989,5124,876840,876833,455202,459906,TRUE,2668781,289923,0.229902702,0.65442355,0.115673748,0.108634991,166674,123249,0.574890574,6896,3848,2558
00068GCF_000091665.1_ASM9166v1.fna,1828,67,0.036652079,239,164,1358,0.135718342,0.093128904,0.771152754,0.320690928,36069,26968,53837,0.308614405,0.23074422,0.460641374,316486,176195,587701,455929,1.54E+06,00068GCF_000091665.1_ASM9166v1.fna,3,0.31293885,23955,28465,65124,273937,270550,598808,596620,TRUE,1739915,203604,0.203796025,0.242164636,0.554039338,0.11701951,51806,151798,0.254444903,-3013,-7604,11287
00069GCF_000092185.1_ASM9218v1.fna,1368,43,0.031432749,437,423,465,0.329811321,0.319245283,0.350943396,0.473310627,24100,19540,20774,0.374142267,0.303350203,0.322507529,319011,248514,337910,293619,1.20E+06,00069GCF_000092185.1_ASM9218v1.fna,1,0.467343462,19416,23101,23853,311039,304264,349077,352217,TRUE,1316597,117543,0.292541811,0.348063884,0.359394305,0.089277888,47778,69765,0.406472525,-124,-999,3079
00070GCF_000092305.1_ASM9230v1.fna,1462,47,0.032147743,370,167,878,0.261484099,0.118021201,0.6204947,0.33942677,28153,27557,46569,0.275256895,0.269429697,0.455313407,269437,153131,450593,371785,1.24E+06,00070GCF_000092305.1_ASM9230v1.fna,1,0.336185575,24398,20645,51433,220689,225831,439979,441696,TRUE,1328195,83249,0.252891911,0.213991044,0.533117045,0.062678296,23952,59297,0.287715168,-3159,-7508,4864
00071GCF_000092465.1_ASM9246v1.fna,1586,49,0.030895334,328,402,807,0.213402733,0.261548471,0.525048796,0.373989072,26596,33106,38234,0.271565104,0.338037085,0.390397811,296272,220312,480302,384395,1.38E+06,00071GCF_000092465.1_ASM9246v1.fna,1,0.368383419,32760,24095,43386,285234,296940,487633,510541,TRUE,1580348,199067,0.326812382,0.240370707,0.432816911,0.125964028,65590,133477,0.329487057,-346,-2501,5152
00072GCF_000144915.1_ASM14491v1.fna,1480,36,0.024324324,737,321,386,0.510387812,0.222299169,0.267313019,0.579346722,25569,16351,17832,0.427918731,0.273647744,0.298433525,427670,368313,312097,265852,1.37E+06,00072GCF_000144915.1_ASM14491v1.fna,1,0.57217357,18665,25322,17497,426519,429713,319286,320937,TRUE,1496455,122523,0.303574914,0.411846985,0.284578102,0.081875499,60249,62274,0.491736245,2314,-247,-335
00073GCF_000145295.1_ASM14529v1.fna,1723,47,0.027278003,730,416,530,0.435560859,0.248210024,0.316229117,0.497444625,41036,9800,19946,0.579751914,0.138453279,0.281794807,407912,337756,419593,333736,1.50E+06,00073GCF_000145295.1_ASM14529v1.fna,2,0.48640688,11314,39328,20253,398956,398332,420335,421515,TRUE,1639138,140141,0.159588123,0.554735877,0.285676,0.085496767,51620,88521,0.368343311,1514,-1708,307
00074GCF_000147875.1_ASM14787v1.fna,2799,82,0.029296177,1270,295,1152,0.46742731,0.108575635,0.423997056,0.487352168,47793,11641,29657,0.536451493,0.130664152,0.332884354,654959,572512,701016,590166,2.52E+06,00074GCF_000147875.1_ASM14787v1.fna,1,0.473991934,15708,49604,37573,674621,673076,753786,741808,TRUE,2843291,324638,0.152675317,0.482130534,0.365194149,0.114176846,120226,204412,0.370338654,4067,1811,7916
00075GCF_000148385.1_ASM14838v1.fna,2420,57,0.023553719,793,495,1075,0.335590351,0.209479475,0.454930174,0.46472877,52264,36878,57894,0.355450366,0.250809326,0.393740308,578650,405198,577774,555415,2.12E+06,00075GCF_000148385.1_ASM14838v1.fna,1,0.4542773,36234,46956,65737,545378,533139,647458,648163,TRUE,2374138,257101,0.243300409,0.315295413,0.441404178,0.108292357,94669,162432,0.36821716,-644,-5308,7843
00076GCF_000151085.1_ASM15108v1.fna,3139,148,0.047148773,1230,413,1348,0.411233701,0.138080909,0.45068539,0.393937994,60756,38755,61780,0.376685618,0.240279991,0.383034391,664871,443509,942830,762380,2.81E+06,00076GCF_000151085.1_ASM15108v1.fna,41,0.391415066,35505,48226,63295,574257,589456,912617,896762,TRUE,2973092,159502,0.2414879,0.328010012,0.430502088,0.053648525,55333,104169,0.346911011,-3250,-12530,1515
00077GCF_000151105.2_ASM15110v2.fna,2209,71,0.03214124,1127,322,689,0.527128157,0.150608045,0.322263798,0.422209024,47445,19348,35056,0.46583668,0.189967501,0.344195819,469008,338536,608280,496840,1.91E+06,00077GCF_000151105.2_ASM15110v2.fna,2,0.416667232,19193,40635,39905,429321,430781,603431,600709,TRUE,2064242,151578,0.192443825,0.407437859,0.400118316,0.073430344,52558,99020,0.346738973,-155,-6810,4849
00078GCF_000151205.2_ASM15120v2.fna,2252,58,0.025754885,1472,320,402,0.670920693,0.145852325,0.183226983,0.554032852,33125,13191,17721,0.517279073,0.205990287,0.27673064,573493,505317,481181,387204,1.95E+06,00078GCF_000151205.2_ASM15120v2.fna,1,0.547809633,16635,34159,18808,572242,570725,474971,468493,TRUE,2086431,139236,0.239001753,0.490776127,0.27022212,0.066734054,64157,75079,0.460778822,3444,1034,1087
00079GCF_000151225.1_ASM15122v1.fna,1684,85,0.050475059,213,325,1061,0.133208255,0.203252033,0.663539712,0.325428691,42691,20941,52544,0.367468324,0.180252376,0.4522793,297598,211241,564222,490535,1.56E+06,00079GCF_000151225.1_ASM15122v1.fna,10,0.312758747,21318,35891,62279,273581,266802,593680,593732,TRUE,1727795,164199,0.178411221,0.300373259,0.52121552,0.095033844,31544,132655,0.192108356,377,-6800,9735
00080GCF_000151245.1_ASM15124v1.fna,1676,81,0.048329356,236,325,1034,0.147962382,0.203761755,0.648275862,0.323896956,42505,20639,51402,0.37107363,0.180180888,0.448745482,291647,208641,559928,484374,1.54E+06,00080GCF_000151245.1_ASM15124v1.fna,9,0.312794268,20878,34221,61595,263418,269854,584061,587532,TRUE,1704865,160275,0.178912369,0.293254152,0.527833479,0.094010376,32984,127291,0.205796288,239,-8284,10193
00081GCF_000152265.2_ASM15226v2.fna,1908,72,0.037735849,530,207,1099,0.288671024,0.112745098,0.598583878,0.378221615,36136,18716,44588,0.363395012,0.188213998,0.44839099,358922,289177,594423,471021,1.71E+06,00081GCF_000152265.2_ASM15226v2.fna,1,0.364660689,19452,33997,51692,355763,349928,618692,610816,TRUE,1935199,221656,0.185008703,0.323346744,0.491644554,0.114539125,57592,164064,0.259826037,736,-2139,7104
00082GCF_000166095.1_ASM16609v1.fna,1311,35,0.026697178,389,234,653,0.304858934,0.18338558,0.511755486,0.318308655,25910,22615,38841,0.296568459,0.258853559,0.444577982,225808,147894,457172,343150,1.17E+06,00082GCF_000166095.1_ASM16609v1.fna,1,0.316370463,18049,20952,39835,196198,197159,425465,424521,TRUE,1243343,69319,0.22894363,0.265766909,0.505289462,0.055752113,19655,49664,0.283544194,-4566,-4958,994
00083GCF_000172995.2_ASM17299v2.fna,3841,103,0.026815933,1892,728,1118,0.506153023,0.194756554,0.299090423,0.611810941,43410,9210,7479,0.722308191,0.153247142,0.124444666,1045687,1045856,712476,614591,3.42E+06,00083GCF_000172995.2_ASM17299v2.fna,6,0.599407069,19589,50949,13804,1180047,1184298,790017,790111,TRUE,3944473,525863,0.232256764,0.604076261,0.163666975,0.133316415,272802,253061,0.518770098,10379,7539,6325
00084GCF_000175555.1_ASM17555v1.fna,3179,520,0.163573451,763,540,1356,0.286949981,0.203083866,0.509966153,0.359101836,44511,56607,78370,0.247988723,0.315380415,0.436630861,496069,345131,816587,684724,2.34E+06,00084GCF_000175555.1_ASM17555v1.fna,506,0.351961272,54313,43004,90502,474388,469387,873345,864354,TRUE,2681474,338963,0.289177346,0.228965121,0.481857533,0.126409206,102575,236388,0.30261415,-2294,-1507,12132
00085GCF_000179575.2_ASM17957v2.fna,1637,54,0.032987172,151,115,1317,0.095388503,0.072646873,0.831964624,0.314526076,29397,20326,54272,0.282677052,0.195451704,0.521871244,270660,175332,558415,413574,1.42E+06,00085GCF_000179575.2_ASM17957v2.fna,2,0.292768582,19241,25231,66917,244868,246239,593149,593202,TRUE,1677458,259477,0.172736985,0.226512492,0.600750523,0.154684648,45115,214362,0.173868975,-1085,-4166,12645
00086GCF_000186365.1_ASM18636v1.fna,1357,46,0.033898305,475,575,261,0.362318841,0.438596491,0.199084668,0.534905218,23362,18982,14191,0.413230742,0.335756611,0.251012647,357079,281202,303533,251446,1.19E+06,00086GCF_000186365.1_ASM18636v1.fna,1,0.531416966,19715,22450,14087,345215,353407,305753,310265,TRUE,1314640,121380,0.350476428,0.399096921,0.250426651,0.092329459,60341,61039,0.497124732,733,-912,-104
00087GCF_000187225.1_ASM18722v1.fna,4262,156,0.036602534,2131,909,1066,0.51899659,0.221383341,0.259620068,0.63286871,34101,6165,6117,0.735204709,0.132915077,0.131880215,1164635,1157628,736281,610879,3.67E+06,00087GCF_000187225.1_ASM18722v1.fna,32,0.61814982,18102,45882,12176,1322788,1325903,818707,817471,TRUE,4284869,615446,0.237683824,0.602442227,0.15987395,0.143632396,326428,289018,0.530392593,11937,11781,6059
00088GCF_000189555.1_ASM18955v1.fna,2759,159,0.057629576,785,525,1290,0.301923077,0.201923077,0.496153846,0.360950142,43888,53875,75153,0.253811099,0.311567466,0.434621435,484622,332781,784910,662274,2.26E+06,00088GCF_000189555.1_ASM18955v1.fna,1,0.353077732,50888,40597,84664,447974,442839,814415,817766,TRUE,2522994,258407,0.28889179,0.230469659,0.48063855,0.102420775,73410,184997,0.284086731,-2987,-3291,9511
00089GCF_000189575.1_ASM18957v1.fna,2692,83,0.030832095,784,525,1300,0.300498275,0.201226524,0.498275201,0.358741575,44007,54790,76668,0.250802154,0.312256005,0.43694184,485412,333383,794840,668774,2.28E+06,00089GCF_000189575.1_ASM18957v1.fna,1,0.351482507,53469,42424,90128,468123,465133,861342,860601,TRUE,2655199,372790,0.28743529,0.228060273,0.484504438,0.140400023,114461,258329,0.307038815,-1321,-1583,13460
00090GCF_000189795.1_ASM18979v2.fna,1738,91,0.052359033,237,337,1073,0.143897996,0.204614451,0.651487553,0.321633512,43747,21774,54475,0.364570486,0.181456049,0.453973466,302316,216988,587922,507357,1.61E+06,00090GCF_000189795.1_ASM18979v2.fna,44,0.31122346,21901,35191,65543,267764,287069,628095,599820,TRUE,1782748,168165,0.178586863,0.286957231,0.534455906,0.094329092,35529,132636,0.211274641,127,-8556,11068
00091GCF_000189815.1_ASM18981v2.fna,1757,95,0.054069437,236,341,1085,0.141997593,0.205174489,0.652827918,0.321976826,44133,21985,54942,0.364554766,0.181604163,0.453841071,305255,218931,591395,512443,1.63E+06,00091GCF_000189815.1_ASM18981v2.fna,54,0.311255692,21985,34563,66504,263248,296245,636101,601941,TRUE,1797535,169511,0.178664305,0.280881253,0.540454442,0.094301919,35307,134204,0.208287368,0,-9570,11562
00092GCF_000189835.1_ASM18983v2.fna,1769,126,0.071226682,235,342,1066,0.143031041,0.208155813,0.648813147,0.321896396,43806,21813,54543,0.364557847,0.181529935,0.453912219,303218,217480,588306,508591,1.62E+06,00092GCF_000189835.1_ASM18983v2.fna,66,0.312484621,21915,34621,65975,264620,295434,633907,598300,TRUE,1792261,174666,0.178881896,0.282595032,0.538523071,0.097455672,39356,135310,0.225321471,102,-9185,11432
00093GCF_000189855.1_ASM18985v2.fna,1746,90,0.051546392,235,339,1082,0.141908213,0.204710145,0.653381643,0.322045533,44076,21911,54862,0.364719609,0.181308906,0.453971485,304588,218517,590051,511164,1.62E+06,00093GCF_000189855.1_ASM18985v2.fna,43,0.311381963,21927,34817,66459,265337,293541,635590,600363,TRUE,1794831,170511,0.177974562,0.282598638,0.5394268,0.095001145,35773,134738,0.209798781,16,-9259,11597
00094GCF_000189875.1_ASM18987v2.fna,1984,177,0.08921371,274,378,1155,0.15163254,0.209186497,0.639180963,0.323006405,47528,23917,58847,0.364780647,0.183564609,0.451654745,330148,237476,637787,551904,1.76E+06,00094GCF_000189875.1_ASM18987v2.fna,102,0.312165311,24096,38557,71109,294791,313273,684452,655375,TRUE,1947891,190576,0.180140847,0.288250774,0.531608379,0.097837097,40440,150136,0.212198808,179,-8971,12262
00095GCF_000189895.1_ASM18989v2.fna,1645,80,0.048632219,217,325,1023,0.138658147,0.207667732,0.653674121,0.322068836,42054,21045,52565,0.363587633,0.18194944,0.454462927,291293,208839,563890,488851,1.55E+06,00095GCF_000189895.1_ASM18989v2.fna,33,0.311286633,21078,33098,63539,252662,280685,605381,574635,TRUE,1713363,160490,0.179059593,0.281170624,0.539769783,0.093669584,33215,127275,0.206959935,33,-8956,10974
00096GCF_000189915.1_ASM18991v2.fna,1886,102,0.054082715,272,345,1167,0.152466368,0.19338565,0.654147982,0.313988968,47862,24975,63405,0.351301361,0.183313516,0.465385124,324519,230654,648478,564478,1.77E+06,00096GCF_000189915.1_ASM18991v2.fna,64,0.304233383,25133,37649,75275,283456,310518,696621,661768,TRUE,1952363,184234,0.182047995,0.272706201,0.545245804,0.094364624,38801,145433,0.210607163,158,-10213,11870
00097GCF_000189935.1_ASM18993v2.fna,1969,124,0.06297613,280,360,1205,0.151761518,0.195121951,0.653116531,0.314389479,49283,25713,64809,0.352512428,0.183920461,0.463567111,334441,238459,668636,580726,1.82E+06,00097GCF_000189935.1_ASM18993v2.fna,61,0.304830275,25890,39330,77096,295285,317187,714566,682185,TRUE,2009223,186961,0.18191911,0.27635684,0.541724051,0.093051393,39572,147389,0.211659116,177,-9953,12287
00098GCF_000189955.1_ASM18995v2.fna,1876,76,0.040511727,276,345,1179,0.153333333,0.191666667,0.655,0.314016689,48117,25091,63814,0.351162587,0.18311658,0.465720833,326409,232097,652053,568028,1.78E+06,00098GCF_000189955.1_ASM18995v2.fna,40,0.304271254,25329,37852,75455,285262,312687,697291,669944,TRUE,1965184,186597,0.182701463,0.273031536,0.544267001,0.094951414,39443,147154,0.211380676,238,-10265,11641
00099GCF_000189975.1_ASM18997v2.fna,1926,106,0.055036345,274,354,1192,0.150549451,0.194505495,0.654945055,0.314773592,48306,25207,63879,0.351592524,0.183467742,0.464939734,328197,235441,654778,572198,1.79E+06,00099GCF_000189975.1_ASM18997v2.fna,40,0.304481485,25379,38423,75620,289138,311674,697084,675334,TRUE,1973230,182616,0.182030096,0.275587784,0.54238212,0.092546738,37174,145442,0.203563762,172,-9883,11741
00100GCF_000189995.1_ASM18999v2.fna,1807,117,0.064748201,239,335,1116,0.141420118,0.198224852,0.66035503,0.312187768,46010,24280,61969,0.347878027,0.183579189,0.468542783,312926,222186,628449,550510,1.71E+06,00100GCF_000189995.1_ASM18999v2.fna,47,0.302682203,24270,35881,73704,271157,300781,673004,644624,TRUE,1889566,175495,0.181315603,0.26805872,0.550625677,0.092875824,36826,138669,0.209840736,-10,-10129,11735
00101GCF_000190015.1_ASM19001v2.fna,1834,138,0.075245365,238,334,1124,0.140330189,0.196933962,0.662735849,0.312387028,46039,24328,62085,0.34759007,0.183674086,0.468735844,313177,222230,626947,551568,1.71E+06,00101GCF_000190015.1_ASM19001v2.fna,58,0.302678834,24209,35841,73522,270817,300094,671382,643901,TRUE,1886194,172272,0.181243075,0.268327194,0.550429731,0.091333129,35504,136768,0.206092691,-119,-10198,11437
00102GCF_000190035.1_ASM19003v2.fna,1825,113,0.061917808,243,340,1129,0.141939252,0.198598131,0.659462617,0.313311293,46604,24630,62822,0.34764576,0.183729188,0.468625052,317133,226740,634121,557893,1.74E+06,00102GCF_000190035.1_ASM19003v2.fna,50,0.302885375,24538,36415,74528,275965,302623,679138,652528,TRUE,1910254,174367,0.181117647,0.268783077,0.550099276,0.091279484,34715,139652,0.199091571,-92,-10189,11706
00103GCF_000190055.1_ASM19005v2.fna,1895,120,0.063324538,260,347,1168,0.146478873,0.195492958,0.658028169,0.311572063,48444,25530,66115,0.345808736,0.182241289,0.471949975,329681,234242,664483,581522,1.81E+06,00103GCF_000190055.1_ASM19005v2.fna,56,0.302240385,25766,38309,77426,288461,313717,706843,683360,TRUE,1992381,182453,0.182090586,0.270733069,0.547176345,0.091575356,38255,144198,0.209670436,236,-10135,11311
00104GCF_000190075.1_ASM19007v2.fna,1844,94,0.050976139,256,349,1145,0.146285714,0.199428571,0.654285714,0.312303327,48134,25352,65393,0.346589477,0.182547397,0.470863125,327426,232319,656046,576521,1.79E+06,00104GCF_000190075.1_ASM19007v2.fna,44,0.302651283,25641,37884,76638,285457,311562,700303,675308,TRUE,1972630,180318,0.182937009,0.270285311,0.54677768,0.091409945,37274,143044,0.206712586,289,-10250,11245
00105GCF_000190095.1_ASM19009v2.fna,1847,87,0.047103411,254,349,1157,0.144318182,0.198295455,0.657386364,0.312732275,48231,25428,65768,0.345922956,0.182375006,0.471702038,328155,234972,659143,578398,1.80E+06,00105GCF_000190095.1_ASM19009v2.fna,37,0.302433658,25622,38187,77039,287410,311105,702031,678450,TRUE,1978996,178328,0.181912416,0.271122061,0.546965523,0.090110339,35388,142940,0.198443318,194,-10044,11271
00106GCF_000190115.1_ASM19011v2.fna,1869,101,0.054039593,249,353,1166,0.140837104,0.199660633,0.659502262,0.311837136,48867,25764,66837,0.345427941,0.182118924,0.472453134,332896,235865,668465,586678,1.82E+06,00106GCF_000190115.1_ASM19011v2.fna,58,0.302641016,26189,38561,78487,291022,317866,714837,688190,TRUE,2011915,188011,0.182836837,0.269211168,0.547951996,0.093448779,40127,147884,0.213429001,425,-10306,11650
00107GCF_000190135.1_ASM19013v2.fna,1849,95,0.051379124,254,351,1149,0.144811859,0.200114025,0.655074116,0.312252116,47903,25297,65088,0.346400266,0.182929828,0.470669906,326439,231909,655759,574025,1.79E+06,00107GCF_000190135.1_ASM19013v2.fna,47,0.302779173,25661,38151,76794,288053,309994,699700,677445,TRUE,1975192,187060,0.18250288,0.27133266,0.54616446,0.094704717,39699,147361,0.212226024,364,-9752,11706
00108GCF_000190155.1_ASM19015v2.fna,1764,96,0.054421769,240,336,1092,0.143884892,0.201438849,0.654676259,0.313328136,45359,24083,61466,0.346495249,0.183968894,0.469535857,309465,222240,620836,544418,1.70E+06,00108GCF_000190155.1_ASM19015v2.fna,45,0.30279182,24278,36458,72249,273765,292271,662314,641040,TRUE,1869390,172431,0.182561943,0.27415122,0.543286837,0.09223918,34331,138100,0.19909993,195,-8901,10783
00109GCF_000190175.1_ASM19017v2.fna,1820,160,0.087912088,237,341,1082,0.142771084,0.205421687,0.651807229,0.32303891,44721,22229,55929,0.363943391,0.180901537,0.455155071,309473,223809,598444,519103,1.65E+06,00109GCF_000190175.1_ASM19017v2.fna,108,0.311552777,22280,33241,67130,256768,309844,640378,611681,TRUE,1818671,167842,0.181653635,0.271021027,0.547325338,0.09228827,33330,134512,0.198579617,51,-11480,11201
